Title,Author,Secondary Author(s),Illustrator(s),Translator(s),State,District,Year-Range,Normalized Title
All American Boys,"Reynolds, Jason","Kiely, Brendan",,,Pennsylvania,Central York School District,2021-2022,all american boys
All American Boys,"Reynolds, Jason","Kiely, Brendan",,,Texas,Granbury Independent School District,2021-2022,all american boys
All American Boys,"Reynolds, Jason","Kiely, Brendan",,,Texas,Katy Independent School District,2021-2022,all american boys
All American Boys,"Reynolds, Jason","Kiely, Brendan",,,Texas,North East Independent School District,2021-2022,all american boys
As Brave As You,"Reynolds, Jason",,,,Pennsylvania,Central York School District,2021-2022,as brave as you
Ghost (Track Series),"Reynolds, Jason",,,,Pennsylvania,Central York School District,2021-2022,ghost
Look Both Ways: A Tale Told in Ten Blocks,"Reynolds, Jason",,"Nabaum, Alexander",,Pennsylvania,Central York School District,2021-2022,look both ways: a tale told in ten blocks
Patina (Track Series),"Reynolds, Jason",,,,Pennsylvania,Central York School District,2021-2022,patina
"Stamped: Racism, Antiracism, and You","Reynolds, Jason","Kendi, Ibram X.",,,Florida,Indian River County School District,2021-2022,"stamped: racism, antiracism, and you"
"Stamped: Racism, Antiracism, and You","Reynolds, Jason","Kendi, Ibram X.",,,Florida,Lee County Schools,2021-2022,"stamped: racism, antiracism, and you"
"Stamped: Racism, Antiracism, and You","Reynolds, Jason","Kendi, Ibram X.",,,Pennsylvania,Central York School District,2021-2022,"stamped: racism, antiracism, and you"
"Stamped: Racism, Antiracism, and You","Reynolds, Jason","Kendi, Ibram X.",,,Tennessee,Collierville Schools,2021-2022,"stamped: racism, antiracism, and you"
"Stamped: Racism, Antiracism, and You","Reynolds, Jason","Kendi, Ibram X.",,,Texas,Katy Independent School District,2021-2022,"stamped: racism, antiracism, and you"
Beyond Dreams (Hamilton High Series),"Reynolds, Marilyn",,,,Texas,North East Independent School District,2021-2022,beyond dreams
Detour for Emmy,"Reynolds, Marilyn",,,,Texas,North East Independent School District,2021-2022,detour for emmy
Say Something,"Reynolds, Peter H.",,,,Pennsylvania,Central York School District,2021-2022,say something
Three Little Words: A Memoir,"Rhodes-Courter, Ashley",,,,Indiana,Middlebury Community Schools,2021-2022,three little words: a memoir
Ghost Boys,"Rhodes, Jewel Parker",,,,Florida,Indian River County School District,2021-2022,ghost boys
Bayou Magic (The Louisiana Girls Trilogy Series),"Rhodes, Jewell Parker",,,,Pennsylvania,Central York School District,2021-2022,bayou magic
Ghost Boys,"Rhodes, Jewell Parker",,,,New Jersey,Sparta Township Public Schools,2021-2022,ghost boys
Ghost Boys,"Rhodes, Jewell Parker",,,,Pennsylvania,Central York School District,2021-2022,ghost boys
Ghost Boys,"Rhodes, Jewell Parker",,,,Tennessee,Hamilton County Schools,2021-2022,ghost boys
Ninth Ward (The Louisiana Girls Trilogy Series),"Rhodes, Jewell Parker",,,,Pennsylvania,Central York School District,2021-2022,ninth ward
And Tango Makes Three,"Richardson, Justin","Parnell, Peter","Cole, Henry",,Florida,Broward County Public Schools,2021-2022,and tango makes three
And Tango Makes Three,"Richardson, Justin","Parnell, Peter","Cole, Henry",,Florida,Lee County Schools,2021-2022,and tango makes three
And Tango Makes Three,"Richardson, Justin","Parnell, Peter","Cole, Henry",,Florida,St. Lucie Public Schools,2021-2022,and tango makes three
And Tango Makes Three,"Richardson, Justin","Parnell, Peter","Cole, Henry",,Florida,Walton County School District,2021-2022,and tango makes three
And Tango Makes Three,"Richardson, Justin","Parnell, Peter","Cole, Henry",,Texas,North East Independent School District,2021-2022,and tango makes three
Pink!,"Rickards, Lynne",,"Chamberlain, Margaret",,Florida,Duval County Public Schools,2021-2022,pink!
The Burning Maze (The Trials of Apollo Series),"Riordan, Rick",,,,Tennessee,Collierville Schools,2021-2022,the burning maze
The Dark Prophecy (The Trials of Apollo Series),"Riordan, Rick",,,,Tennessee,Collierville Schools,2021-2022,the dark prophecy
The Hammer of Thor (Magnus Chase and the Gods of Asgard Series),"Riordan, Rick",,,,Tennessee,Collierville Schools,2021-2022,the hammer of thor
The Hidden Oracle (The Trials of Apollo Series),"Riordan, Rick",,,,Tennessee,Collierville Schools,2021-2022,the hidden oracle
The Tyrant’s Tomb (The Trials of Apollo Series),"Riordan, Rick",,,,Tennessee,Collierville Schools,2021-2022,the tyrant’s tomb
Juliet Takes a Breath,"Rivera, Gabby",,,,Georgia,Forsyth County Schools,2021-2022,juliet takes a breath
Juliet Takes a Breath,"Rivera, Gabby",,,,Texas,Fredericksburg Independent School District,2021-2022,juliet takes a breath
Juliet Takes a Breath,"Rivera, Gabby",,,,Texas,North East Independent School District,2021-2022,juliet takes a breath
Two Dads: A Book About Adopton,"Robertson, Carolyn",,"Humphreys, Sophie",,Florida,Walton County School District,2021-2022,two dads: a book about adopton
The Barren Grounds (The Misewa Saga Series),"Robertson, David A.",,,,Texas,Katy Independent School District,2021-2022,the barren grounds
Hiawatha and the Peacemaker,"Robertson, Robbie",,"Shannon, David",,Florida,Duval County Public Schools,2021-2022,hiawatha and the peacemaker
Another,"Robinson, Christian",,,,Pennsylvania,Central York School District,2021-2022,another
You Matter,"Robinson, Christian",,,,Pennsylvania,Central York School District,2021-2022,you matter
Were I Not a Girl: The Inspiring and True Story of Dr. James Barry,"Robinson, Lisa",,"Berke, Lauren Simkin",,Florida,Duval County Public Schools,2021-2022,were i not a girl: the inspiring and true story of dr. james barry
The Hero Two Doors Down: Based on the True Story of Friendship between a Boy and a Baseball Legend,"Robinson, Sharon",,,,Florida,Duval County Public Schools,2021-2022,the hero two doors down: based on the true story of friendship between a boy and a baseball legend
Girls at the Edge of the World,"Robson, Laura Brooke",,,,Tennessee,Collierville Schools,2021-2022,girls at the edge of the world
Where We Go From Here,"Rocha, Lucas",,,"Helena, Larissa",Tennessee,Collierville Schools,2021-2022,where we go from here
Chik Chak Shabbat,"Rockliff, Mara",,"Brooker, Kyrsten",,Florida,Duval County Public Schools,2021-2022,chik chak shabbat
"Hey, Charleston!: The True Story of the Jenkins Orphanage Band","Rockwell, Anne",,"Bootman, Colin",,Pennsylvania,Central York School District,2021-2022,"hey, charleston!: the true story of the jenkins orphanage band"
Finding Community,"Rodi, Robert","Ross, Laura",,,Texas,North East Independent School District,2021-2022,finding community
Living Proud! Coming Out and Seeking Support (Living Proud! Growing Up Lgbtq),"Rodi, Robert","Ross, Laura",,,Florida,Indian River County School District,2021-2022,living proud! coming out and seeking support
Living Proud! Coming Out and Seeking Support (Living Proud! Growing Up Lgbtq),"Rodi, Robert","Ross, Laura",,,Tennessee,Collierville Schools,2021-2022,living proud! coming out and seeking support
Living with Religion and Faith,"Rodi, Robert","Ross, Laura",,,Texas,North East Independent School District,2021-2022,living with religion and faith
Lucy Peale,"Rodowsky, Colby",,,,Florida,Indian River County School District,2021-2022,lucy peale
Death Prefers Blondes,"Roehrig, Caleb",,,,Tennessee,Collierville Schools,2021-2022,death prefers blondes
The Fell of Dark,"Roehrig, Caleb",,,,Tennessee,Collierville Schools,2021-2022,the fell of dark
White Rabbit,"Roehrig, Caleb",,,,Tennessee,Collierville Schools,2021-2022,white rabbit
White Rabbit,"Roehrig, Caleb",,,,Texas,North East Independent School District,2021-2022,white rabbit
Satanism (At Issue),"Roleff, Tamara L.",,,,Kansas,Goddard Public Schools,2021-2022,satanism
Normal People,"Rooney, Sally",,,,Florida,Brevard Public Schools,2021-2022,normal people
Normal People,"Rooney, Sally",,,,Florida,Walton County School District,2021-2022,normal people
Abortion: A Documentary and Reference Guide,"Rose, Melody",,,,Texas,North East Independent School District,2021-2022,abortion: a documentary and reference guide
Jack of Hearts (and other parts),"Rosen, L. C.",,,,New York,Yorktown Central School District,2021-2022,jack of hearts
Jack of Hearts (and other parts),"Rosen, L. C.",,,,Texas,Birdville Independent School District,2021-2022,jack of hearts
Jack of Hearts (and other parts),"Rosen, L. C.",,,,Texas,Clear Creek Independent School District,2021-2022,jack of hearts
Jack of Hearts (and other parts),"Rosen, L. C.",,,,Texas,Cypress-Fairbanks Independent School District,2021-2022,jack of hearts
Jack of Hearts (and other parts),"Rosen, L. C.",,,,Texas,Frisco Independent School District,2021-2022,jack of hearts
Jack of Hearts (and other parts),"Rosen, L. C.",,,,Texas,Katy Independent School District,2021-2022,jack of hearts
Jack of Hearts (and other parts),"Rosen, L. C.",,,,Texas,Keller Independent School District,2021-2022,jack of hearts
Jack of Hearts (and other parts),"Rosen, L. C.",,,,Texas,Killeen Independent School District,2021-2022,jack of hearts
Jack of Hearts (and other parts),"Rosen, L. C.",,,,Texas,Lamar Consolidated Independent School District,2021-2022,jack of hearts
Jack of Hearts (and other parts),"Rosen, L. C.",,,,Washington,Kent School District,2021-2022,jack of hearts
Girls vs. Guys: Surprising Differences Between the Sexes,"Rosen, Michael J.",,,,Texas,North East Independent School District,2021-2022,girls vs. guys: surprising differences between the sexes
Lost Boys,"Rosenblatt, Darcey",,,,Florida,Duval County Public Schools,2021-2022,lost boys
Cherry,"Rosin, Lindsey",,,,Texas,Prosper Independent School District,2021-2022,cherry
Shades of People,"Rotner, Shelley","Kelly, Sheila M.",,,Pennsylvania,Central York School District,2021-2022,shades of people
House of Furies (House of Furies Series),"Roux, Madeleine",,,,Oklahoma,Bristow Public Schools,2021-2022,house of furies
Any Way the Wind Blows (Simon Snow Series),"Rowell, Rainbow",,,,Tennessee,Collierville Schools,2021-2022,any way the wind blows
Carry On (Simon Snow Series),"Rowell, Rainbow",,,,Tennessee,Collierville Schools,2021-2022,carry on
Eleanor & Park,"Rowell, Rainbow",,,,Florida,Indian River County School District,2021-2022,eleanor and park
Eleanor & Park,"Rowell, Rainbow",,,,Idaho,Nampa School District,2021-2022,eleanor and park
Eleanor & Park,"Rowell, Rainbow",,,,Mississippi,Madison County Schools,2021-2022,eleanor and park
Eleanor & Park,"Rowell, Rainbow",,,,Tennessee,Wilson County School District,2021-2022,eleanor and park
Eleanor & Park,"Rowell, Rainbow",,,,Texas,Fredericksburg Independent School District,2021-2022,eleanor and park
Wayward Son (Simon Snow Series),"Rowell, Rainbow",,,,Tennessee,Collierville Schools,2021-2022,wayward son
The God of Small Things,"Roy, Arundhati",,,,Florida,Walton County School District,2021-2022,the god of small things
My Awesome/Awful Popularity Plan (Justin Goldblatt Series),"Rudetsky, Seth",,,,Texas,Granbury Independent School District,2021-2022,my awesome/awful popularity plan
Little Melba and Her Big Trombone,"Russell-Brown, Katheryn",,"Morrison, Frank",,Pennsylvania,Central York School District,2021-2022,little melba and her big trombone
Birthday,"Russo, Meredith",,,,Tennessee,Collierville Schools,2021-2022,birthday
Birthday,"Russo, Meredith",,,,Texas,North East Independent School District,2021-2022,birthday
If I Was Your Girl,"Russo, Meredith",,,,Tennessee,Collierville Schools,2021-2022,if i was your girl
If I Was Your Girl,"Russo, Meredith",,,,Texas,North East Independent School District,2021-2022,if i was your girl
If I Was Your Girl,"Russo, Meredith",,,,Washington,Kent School District,2021-2022,if i was your girl
The Midnight Lie (Forgotten Gods Series),"Rutkoski, Marie",,,,Tennessee,Collierville Schools,2021-2022,the midnight lie
The Midnight Lie (Forgotten Gods Series),"Rutkoski, Marie",,,,Texas,Granbury Independent School District,2021-2022,the midnight lie
Miles Away from You,"Rutledge, A. B.",,,,Texas,Granbury Independent School District,2021-2022,miles away from you
Miles Away from You,"Rutledge, A. B.",,,,Texas,North East Independent School District,2021-2022,miles away from you
Saints of Augustine,"Ryan, P. E.",,,,Tennessee,Collierville Schools,2021-2022,saints of augustine
Esperanza Rising,"Ryan, Pam Muñoz",,,,Texas,Katy Independent School District,2021-2022,esperanza rising
Empress of the World (Battle Hall Davies Series),"Ryan, Sara",,,,Texas,North East Independent School District,2021-2022,empress of the world
I Hope You're Listening,"Ryan, Tom",,,,Tennessee,Collierville Schools,2021-2022,i hope you're listening
I Hope You're Listening,"Ryan, Tom",,,,Texas,North East Independent School District,2021-2022,i hope you're listening
When You Get the Chance,"Ryan, Tom","Stevenson, Robin",,,Tennessee,Collierville Schools,2021-2022,when you get the chance
"She/He/They/Me: For the Sisters, Misters, and Binary Resisters","Ryle, Robyn",,,,Tennessee,Collierville Schools,2021-2022,"she/he/they/me: for the sisters, misters, and binary resisters"
"Me and White Supremacy: Combat Racism, Change the World, and Become a Good Ancestor","Saad, Layla F.",,,,Pennsylvania,Central York School District,2021-2022,"me and white supremacy: combat racism, change the world, and become a good ancestor"
"Elizabeth Blackwell, the First Woman Doctor","Sabin, Francene",,"Early Macken, JoAnn",,Pennsylvania,Central York School District,2021-2022,"elizabeth blackwell, the first woman doctor"
Amal Unbound,"Saeed, Aisha",,,,Pennsylvania,Central York School District,2021-2022,amal unbound
Bilal Cooks Daal,"Saeed, Aisha",,"Syed, Anoosha",,Pennsylvania,Central York School District,2021-2022,bilal cooks daal
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Series),"Sáenz, Benjamin Alire",,,,Florida,Indian River County School District,2021-2022,aristotle and dante discover the secrets of the universe
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Series),"Sáenz, Benjamin Alire",,,,Tennessee,Collierville Schools,2021-2022,aristotle and dante discover the secrets of the universe
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Series),"Sáenz, Benjamin Alire",,,,Texas,Granbury Independent School District,2021-2022,aristotle and dante discover the secrets of the universe
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Series),"Sáenz, Benjamin Alire",,,,Texas,Klein Independent School District,2021-2022,aristotle and dante discover the secrets of the universe
Aristotle and Dante Dive into the Waters of the World (Aristotle and Dante Series),"Sáenz, Benjamin Alire",,,,Tennessee,Collierville Schools,2021-2022,aristotle and dante dive into the waters of the world
The Inexplicable Logic of My Life,"Sáenz, Benjamin Alire",,,,Tennessee,Collierville Schools,2021-2022,the inexplicable logic of my life
