Title,Author,sex or gender,Secondary Author(s),Illustrator(s),Translator(s),State,District,Year-Range
10 Things I Can See from Here,Carrie Mac,female,,,,Florida,Escambia County Public Schools,2022-2023
A Child Was Born: A Christmas Story,Grace Maccarone,female,,"Williams, Sam",,Florida,Brevard Public Schools,2022-2023
A Medieval Cathedral,"Macdonald, Fiona",,,"James, John",,Florida,Brevard Public Schools,2022-2023
"The Low, Low Woods",Carmen Maria Machado,female,,"Strips, Dani",,Missouri,Wentzville School District,2022-2023
Both Can Be True,"Machias, Jules",,,,,Florida,School District of Manatee County,2022-2023
Guyaholic,Carolyn Mackler,female,,,,Florida,Escambia County Public Schools,2022-2023
Guyaholic,Carolyn Mackler,female,,,,Florida,Volusia County Schools,2022-2023
Defy Me,Tahereh Mafi,female,,,,Virginia,Madison County Public Schools,2022-2023
Ignite Me,Tahereh Mafi,female,,,,Virginia,Madison County Public Schools,2022-2023
Imagine Me,Tahereh Mafi,female,,,,Virginia,Madison County Public Schools,2022-2023
Restore Me,Tahereh Mafi,female,,,,Virginia,Madison County Public Schools,2022-2023
Shatter Me,Tahereh Mafi,female,,,,Virginia,Madison County Public Schools,2022-2023
Unravel Me,Tahereh Mafi,female,,,,Florida,Clay County School District,2022-2023
Unravel Me,Tahereh Mafi,female,,,,Florida,Collier County Public Schools,2022-2023
Unravel Me,Tahereh Mafi,female,,,,Florida,Escambia County Public Schools,2022-2023
Unravel Me,Tahereh Mafi,female,,,,Florida,Highlands Schools,2022-2023
Unravel Me,Tahereh Mafi,female,,,,Florida,Martin County Schools,2022-2023
Unravel Me,Tahereh Mafi,female,,,,Florida,Okaloosa County Schools District,2022-2023
Unravel Me,Tahereh Mafi,female,,,,Pennsylvania,Pleasant Valley School District,2022-2023
Unravel Me,Tahereh Mafi,female,,,,Virginia,Madison County Public Schools,2022-2023
Light It Up,Kekla Magoon,female,,,,Florida,Clay County School District,2022-2023
Light It Up,Kekla Magoon,female,,,,Florida,School District of Manatee County,2022-2023
The Season of Styx Malone,Kekla Magoon,female,,,,Florida,Clay County School District,2022-2023
Wicked,Gregory Maguire,male,,,,Florida,Clay County School District,2022-2023
Wicked,Gregory Maguire,male,,,,Florida,Escambia County Public Schools,2022-2023
Wicked,Gregory Maguire,male,,,,Florida,Martin County Schools,2022-2023
Wicked,Gregory Maguire,male,,,,Pennsylvania,Penncrest School District,2022-2023
Wicked,Gregory Maguire,male,,,,Texas,Keller Independent School District,2022-2023
Wicked,Gregory Maguire,male,,,,Utah,Canyons School District,2022-2023
Wicked,Gregory Maguire,male,,,,Utah,Washington County School District,2022-2023
Bird Box,Josh Malerman,male,,,,Texas,Frisco Independent School District,2022-2023
The League of Super Feminists,Mirion Malle,female,,,"Jensen, Aleshia",Florida,Clay County School District,2022-2023
The League of Super Feminists,Mirion Malle,female,,,"Jensen, Aleshia",Missouri,Wentzville School District,2022-2023
"Novels for Students, Vol. 55","Mallegg, Kristin",,,,,Florida,Clay County School District,2022-2023
Miriam's Cup: A Passover Story,Fran Manushkin,female,,"Dacey, Bob",,Florida,Brevard Public Schools,2022-2023
God's Story,"Mark, Jan",,,"Parkins, David",,Florida,Brevard Public Schools,2022-2023
Deserted Prisons,"Markovics, Joyce",,,,,Wisconsin,School District of New London,2022-2023
From the Desk of Zoe Washington,"Marks, Janae",,,,,Florida,Clay County School District,2022-2023
The Boy Toy,"Marsh, Nicola",,,,,Maine,Maine School Administrative District #6,2022-2023
A Clash of Kings,George R. R. Martin,male,,,,Pennsylvania,Penncrest School District,2022-2023
A Clash of Kings,George R. R. Martin,male,,,,Texas,Frisco Independent School District,2022-2023
A Dance with Dragons,George R. R. Martin,male,,,,Texas,Frisco Independent School District,2022-2023
A Feast for Crows,George R. R. Martin,male,,,,Pennsylvania,Penncrest School District,2022-2023
A Feast for Crows,George R. R. Martin,male,,,,Texas,Frisco Independent School District,2022-2023
A Game of Thrones,George R. R. Martin,male,,,,Texas,Frisco Independent School District,2022-2023
"A Game of Thrones: The Graphic Novel, Vol. 1",George R. R. Martin,male,"Abraham, Daniel","Patterson, Tommy",,Missouri,Lindbergh Schools,2022-2023
"A Game of Thrones: The Graphic Novel, Vol. 2",George R. R. Martin,male,"Abraham, Daniel","Patterson, Tommy",,Missouri,Lindbergh Schools,2022-2023
"A Game of Thrones: The Graphic Novel, Vol. 3",George R. R. Martin,male,"Abraham, Daniel","Patterson, Tommy",,Missouri,Lindbergh Schools,2022-2023
"A Game of Thrones: The Graphic Novel, Vol. 4",George R. R. Martin,male,"Abraham, Daniel","Patterson, Tommy",,Missouri,Lindbergh Schools,2022-2023
A Storm of Swords,George R. R. Martin,male,,,,Pennsylvania,Penncrest School District,2022-2023
A Storm of Swords,George R. R. Martin,male,,,,Texas,Frisco Independent School District,2022-2023
Ruth and Naomi: A Bible Story,Jean Marzollo,female,,,,Florida,Brevard Public Schools,2022-2023
Discovering Mythology - Gods and Goddesses,Wendy Mass,female,,,,Missouri,Wentzville School District,2022-2023
The Outcast,Taran Matharu,male,,,,Texas,Frisco Independent School District,2022-2023
Afterward,Jennifer Mathieu,female,,,,Texas,Keller Independent School District,2022-2023
Moxie,Jennifer Mathieu,female,,,,Texas,Keller Independent School District,2022-2023
The Truth About Alice: A Novel,Jennifer Mathieu,female,,,,Florida,Clay County School District,2022-2023
The Truth About Alice: A Novel,Jennifer Mathieu,female,,,,Florida,Collier County Public Schools,2022-2023
The Truth About Alice: A Novel,Jennifer Mathieu,female,,,,Florida,Duval County Public Schools,2022-2023
The Truth About Alice: A Novel,Jennifer Mathieu,female,,,,Florida,Escambia County Public Schools,2022-2023
The Truth About Alice: A Novel,Jennifer Mathieu,female,,,,Florida,Flagler Schools,2022-2023
The Truth About Alice: A Novel,Jennifer Mathieu,female,,,,Florida,Highlands Schools,2022-2023
The Truth About Alice: A Novel,Jennifer Mathieu,female,,,,Florida,Martin County Schools,2022-2023
The Truth About Alice: A Novel,Jennifer Mathieu,female,,,,Florida,Okaloosa County Schools District,2022-2023
The Truth About Alice: A Novel,Jennifer Mathieu,female,,,,Florida,Volusia County Schools,2022-2023
The Truth About Alice: A Novel,Jennifer Mathieu,female,,,,North Dakota,Williston Basin School District #7,2022-2023
The Truth About Alice: A Novel,Jennifer Mathieu,female,,,,Oregon,Canby Public School District,2022-2023
The Truth About Alice: A Novel,Jennifer Mathieu,female,,,,South Carolina,Beaufort County School District,2022-2023
The Truth About Alice: A Novel,Jennifer Mathieu,female,,,,Utah,Granite School District,2022-2023
Amy and Roger's Epic Detour,Morgan Matson,female,,,,Texas,Frisco Independent School District,2022-2023
Assassination Classroom,Yūsei Matsui,male,,,,Missouri,Wentzville School District,2022-2023
Assassination Classroom,Yūsei Matsui,male,,,,Texas,Keller Independent School District,2022-2023
"Assassination Classroom, Vol. 1",Yūsei Matsui,male,,,,Florida,Escambia County Public Schools,2022-2023
"Assassination Classroom, Vol. 1",Yūsei Matsui,male,,,,Florida,Orange County Public Schools,2022-2023
"Assassination Classroom, Vol. 1",Yūsei Matsui,male,,,,Florida,School District of Osceola County,2022-2023
"Assassination Classroom, Vol. 1",Yūsei Matsui,male,,,,Texas,Conroe Independent School District,2022-2023
"Assassination Classroom, Vol. 10",Yūsei Matsui,male,,,,Florida,School District of Osceola County,2022-2023
"Assassination Classroom, Vol. 10",Yūsei Matsui,male,,,,Texas,Conroe Independent School District,2022-2023
"Assassination Classroom, Vol. 11",Yūsei Matsui,male,,,,Florida,Indian River County Schools,2022-2023
"Assassination Classroom, Vol. 11",Yūsei Matsui,male,,,,Florida,School District of Osceola County,2022-2023
"Assassination Classroom, Vol. 11",Yūsei Matsui,male,,,,Texas,Conroe Independent School District,2022-2023
"Assassination Classroom, Vol. 12",Yūsei Matsui,male,,,,Florida,School District of Osceola County,2022-2023
"Assassination Classroom, Vol. 12",Yūsei Matsui,male,,,,Texas,Conroe Independent School District,2022-2023
"Assassination Classroom, Vol. 13",Yūsei Matsui,male,,,,Florida,School District of Osceola County,2022-2023
"Assassination Classroom, Vol. 13",Yūsei Matsui,male,,,,Texas,Conroe Independent School District,2022-2023
"Assassination Classroom, Vol. 14",Yūsei Matsui,male,,,,Florida,School District of Osceola County,2022-2023
"Assassination Classroom, Vol. 14",Yūsei Matsui,male,,,,Texas,Conroe Independent School District,2022-2023
"Assassination Classroom, Vol. 15",Yūsei Matsui,male,,,,Florida,School District of Osceola County,2022-2023
"Assassination Classroom, Vol. 15",Yūsei Matsui,male,,,,Texas,Conroe Independent School District,2022-2023
"Assassination Classroom, Vol. 16",Yūsei Matsui,male,,,,Florida,School District of Osceola County,2022-2023
"Assassination Classroom, Vol. 16",Yūsei Matsui,male,,,,Texas,Conroe Independent School District,2022-2023
"Assassination Classroom, Vol. 17",Yūsei Matsui,male,,,,Florida,School District of Osceola County,2022-2023
"Assassination Classroom, Vol. 17",Yūsei Matsui,male,,,,Texas,Conroe Independent School District,2022-2023
"Assassination Classroom, Vol. 18",Yūsei Matsui,male,,,,Florida,School District of Osceola County,2022-2023
"Assassination Classroom, Vol. 18",Yūsei Matsui,male,,,,Texas,Conroe Independent School District,2022-2023
"Assassination Classroom, Vol. 19",Yūsei Matsui,male,,,,Florida,Indian River County Schools,2022-2023
"Assassination Classroom, Vol. 19",Yūsei Matsui,male,,,,Florida,School District of Osceola County,2022-2023
"Assassination Classroom, Vol. 19",Yūsei Matsui,male,,,,Texas,Conroe Independent School District,2022-2023
"Assassination Classroom, Vol. 2",Yūsei Matsui,male,,,,Florida,Escambia County Public Schools,2022-2023
"Assassination Classroom, Vol. 2",Yūsei Matsui,male,,,,Florida,School District of Osceola County,2022-2023
"Assassination Classroom, Vol. 2",Yūsei Matsui,male,,,,Texas,Conroe Independent School District,2022-2023
"Assassination Classroom, Vol. 20",Yūsei Matsui,male,,,,Florida,School District of Osceola County,2022-2023
"Assassination Classroom, Vol. 20",Yūsei Matsui,male,,,,Texas,Conroe Independent School District,2022-2023
"Assassination Classroom, Vol. 21",Yūsei Matsui,male,,,,Florida,Indian River County Schools,2022-2023
"Assassination Classroom, Vol. 21",Yūsei Matsui,male,,,,Florida,School District of Osceola County,2022-2023
"Assassination Classroom, Vol. 21",Yūsei Matsui,male,,,,Texas,Conroe Independent School District,2022-2023
"Assassination Classroom, Vol. 3",Yūsei Matsui,male,,,,Florida,Escambia County Public Schools,2022-2023
"Assassination Classroom, Vol. 3",Yūsei Matsui,male,,,,Florida,School District of Osceola County,2022-2023
"Assassination Classroom, Vol. 3",Yūsei Matsui,male,,,,Texas,Conroe Independent School District,2022-2023
"Assassination Classroom, Vol. 4",Yūsei Matsui,male,,,,Florida,Escambia County Public Schools,2022-2023
"Assassination Classroom, Vol. 4",Yūsei Matsui,male,,,,Florida,School District of Osceola County,2022-2023
"Assassination Classroom, Vol. 4",Yūsei Matsui,male,,,,Texas,Conroe Independent School District,2022-2023
"Assassination Classroom, Vol. 5",Yūsei Matsui,male,,,,Florida,Escambia County Public Schools,2022-2023
"Assassination Classroom, Vol. 5",Yūsei Matsui,male,,,,Florida,School District of Osceola County,2022-2023
"Assassination Classroom, Vol. 5",Yūsei Matsui,male,,,,Texas,Conroe Independent School District,2022-2023
"Assassination Classroom, Vol. 6",Yūsei Matsui,male,,,,Florida,Clay County School District,2022-2023
"Assassination Classroom, Vol. 6",Yūsei Matsui,male,,,,Florida,Escambia County Public Schools,2022-2023
"Assassination Classroom, Vol. 6",Yūsei Matsui,male,,,,Florida,School District of Osceola County,2022-2023
"Assassination Classroom, Vol. 6",Yūsei Matsui,male,,,,Texas,Conroe Independent School District,2022-2023
"Assassination Classroom, Vol. 7",Yūsei Matsui,male,,,,Florida,Escambia County Public Schools,2022-2023
"Assassination Classroom, Vol. 7",Yūsei Matsui,male,,,,Florida,School District of Osceola County,2022-2023
"Assassination Classroom, Vol. 7",Yūsei Matsui,male,,,,Texas,Conroe Independent School District,2022-2023
"Assassination Classroom, Vol. 8",Yūsei Matsui,male,,,,Florida,School District of Osceola County,2022-2023
"Assassination Classroom, Vol. 8",Yūsei Matsui,male,,,,Texas,Conroe Independent School District,2022-2023
"Assassination Classroom, Vol. 9",Yūsei Matsui,male,,,,Florida,School District of Osceola County,2022-2023
"Assassination Classroom, Vol. 9",Yūsei Matsui,male,,,,Texas,Conroe Independent School District,2022-2023
The Bible Story,"Maxwell, Arthur",,,,,Florida,Brevard Public Schools,2022-2023
Black Boy Joy: 17 Stories Celebrating Black Boyhood,Kwame Mbalia,male,,,,Florida,Clay County School District,2022-2023
Firebug,Lish McBride,female,,,,Texas,Frisco Independent School District,2022-2023
Bumped,Megan McCafferty,female,,,,Florida,Escambia County Public Schools,2022-2023
Bumped,Megan McCafferty,female,,,,Florida,Volusia County Schools,2022-2023
Sloppy Firsts,Megan McCafferty,female,,,,Florida,Collier County Public Schools,2022-2023
Sloppy Firsts,Megan McCafferty,female,,,,Florida,Escambia County Public Schools,2022-2023
Sloppy Firsts,Megan McCafferty,female,,,,Pennsylvania,Pleasant Valley School District,2022-2023
Man o' War,Cory McCarthy,female,,,,Florida,Escambia County Public Schools,2022-2023
Man o' War,Cory McCarthy,female,,,,Texas,Frisco Independent School District,2022-2023
Man o' War,Cory McCarthy,female,,,,Utah,Washington County School District,2022-2023
A Brief History of Manga,"McCarthy, Helen",,,,,Missouri,Wentzville School District,2022-2023
God's People: Stories from the Old Testament,Geraldine McCaughrean,female,,,,Florida,Brevard Public Schools,2022-2023
Masked,Norah McClintock,female,,,,Florida,Clay County School District,2022-2023
Cut,Patricia McCormick,female,,,,Florida,Clay County School District,2022-2023
Cut,Patricia McCormick,female,,,,Pennsylvania,Penncrest School District,2022-2023
Sold,Patricia McCormick,female,,,,Florida,Broward County Public Schools,2022-2023
Sold,Patricia McCormick,female,,,,Florida,Clay County School District,2022-2023
Sold,Patricia McCormick,female,,,,Florida,Escambia County Public Schools,2022-2023
Sold,Patricia McCormick,female,,,,Florida,Flagler Schools,2022-2023
Sold,Patricia McCormick,female,,,,Florida,Marion County Public Schools,2022-2023
Sold,Patricia McCormick,female,,,,Florida,Martin County Schools,2022-2023
Sold,Patricia McCormick,female,,,,Florida,School District of Manatee County,2022-2023
Sold,Patricia McCormick,female,,,,Florida,Seminole County Public Schools,2022-2023
Sold,Patricia McCormick,female,,,,Florida,Volusia County Schools,2022-2023
Sold,Patricia McCormick,female,,,,Iowa,Carroll Community School District,2022-2023
Sold,Patricia McCormick,female,,,,North Carolina,Pender County Schools,2022-2023
Sold,Patricia McCormick,female,,,,North Dakota,Williston Basin School District #7,2022-2023
Sold,Patricia McCormick,female,,,,Oregon,Canby Public School District,2022-2023
Sold,Patricia McCormick,female,,,,Pennsylvania,Penncrest School District,2022-2023
Sold,Patricia McCormick,female,,,,South Carolina,Beaufort County School District,2022-2023
Sold,Patricia McCormick,female,,,,Texas,Frisco Independent School District,2022-2023
Sold,Patricia McCormick,female,,,,Texas,Keller Independent School District,2022-2023
Sold,Patricia McCormick,female,,,,Texas,Lake Travis Independent School District,2022-2023
Sold,Patricia McCormick,female,,,,Utah,Davis School District,2022-2023
Sold,Patricia McCormick,female,,,,Utah,Granite School District,2022-2023
Sold,Patricia McCormick,female,,,,Utah,Washington County School District,2022-2023
Sold,Patricia McCormick,female,,,,Virginia,Hanover County Public Schools,2022-2023
Sold,Patricia McCormick,female,,,,Virginia,Spotsylvania County Public Schools,2022-2023
Sold,Patricia McCormick,female,,,,Wisconsin,School District of Somerset,2022-2023
Blood Water Paint,Joy McCullough,female,,,,Florida,Clay County School District,2022-2023
Hands Up!,"McDaniel, Breanna J.",,,"Evans, Shane W.",,Texas,Texarkana Independent School District,2022-2023
SP4RX,Wren McDonald,male,,,,Missouri,Wentzville School District,2022-2023
The Dazzling Heights,Katharine McGee,female,,,,Texas,Frisco Independent School District,2022-2023
The Thousandth Floor,Katharine McGee,female,,,,Texas,Frisco Independent School District,2022-2023
